,ALL.1,ALL.2,ALL.3,ALL.4,ALL.5,ALL.6,ALL.7,ALL.8,ALL.9,ALL.10,ALL.11,ALL.12,ALL.13,ALL.14,ALL.15,ALL.16,ALL.17,ALL.18,ALL.19,ALL.20,AML.1,AML.2,AML.3,AML.4,AML.5,AML.6,AML.7,AML.8,AML.9,AML.10,AML.11,AML.12,AML.13,AML.14,AML.15,AML.16,AML.17,AML.18,AML.19,AML.20,CLL.1,CLL.2,CLL.3,CLL.4,CLL.5,CLL.6,CLL.7,CLL.8,CLL.9,CLL.10,CLL.11,CLL.12,CLL.13,CLL.14,CLL.15,CLL.16,CLL.17,CLL.18,CLL.19,CLL.20
g74,6.403638156686083,5.840705922771996,5.732593789449518,5.755728272653931,5.223704783766572,7.905567914244019,4.815405331684212,4.349229558161442,6.282825551724362,6.8249585131813415,5.007392979785344,6.707020788765538,7.436313163230087,4.932123117411351,6.36665024999523,5.699457795262886,4.5088839155181235,6.940142091370151,6.3815709744326305,6.041507235646833,10.533076767322216,9.44891367964747,8.644377554360263,8.250543154782033,8.791242638487983,8.009068326605114,9.6773644103243,8.312793503265233,8.944105619505756,7.933437448491917,8.067803499160478,7.343303801501104,8.219269437629249,9.745436290533924,8.9166290007938,8.533673320667289,9.951794598507709,10.196934176966696,10.593180905569241,7.944782079950073,6.666140388945006,6.774730335836286,6.5525655658469235,4.809160583515764,7.250531495875633,6.969611183247949,5.475192371684042,6.6896191186509695,7.659528234663783,4.266088331343578,5.8464205628256325,5.1817780797389235,6.519873194883971,5.893267755211333,6.941293417932187,6.704902678024426,6.130376726490259,6.783938747890389,5.626156014948865,6.831524559269678
g75,5.477540986117045,5.055644175783989,4.787627538880447,5.542062811434368,6.596385349572157,6.2273660417439745,5.7155486190251406,3.8120452907350133,4.323082182976745,4.023073477525148,5.293477311716864,6.914111791410391,6.593465108213945,6.62128229617227,6.264883960432045,4.90390489501389,6.159960214896657,6.156081974373442,5.152031803119253,4.12836004575586,6.899627445415021,4.867362614545162,7.208921046928146,6.659089499178468,5.46122509830503,3.325800429595623,5.770523554134623,6.504996125928089,6.215181574336648,6.992885451019162,4.333462183695968,4.915352326536756,7.0633465276546445,6.000223714303696,7.713149109921803,5.6107023560838964,8.086136113270134,6.212812494192303,5.005268688097358,5.074221038948893,6.868787298393112,6.684032156477785,6.398870023928341,5.242399005104442,6.865358042819401,7.013328616731595,6.275591415858358,4.620118220200699,2.795779063304575,4.677601581253128,6.303296647507393,7.095595756340853,5.79899228924765,6.427704687507301,5.292547768461941,5.011542280773727,6.490689804019356,6.978003963929508,4.578214905733756,5.143605281385198
g76,4.5573317128437,4.823923078112665,5.294704593276679,6.036119177332642,7.465200562309683,5.963601242384561,4.650795876400636,6.0751845711264885,6.746572659779216,5.969245261183186,5.378833000482032,6.1748746641166194,7.188023451187349,5.644679097627441,7.8541320625549815,7.353066421494292,6.3074070376699805,5.365881572094369,4.823908325702069,4.528428059183261,5.164678878489702,4.883665138203833,5.402320102733917,5.567645494767482,5.365834669406672,6.251281153883484,6.714104059826737,4.631726711850668,6.526893997432254,7.387728218107808,5.116882071262543,6.572957070860096,6.354565108120717,5.839310089936579,6.02204192516654,5.527157309328045,7.045494715658726,5.084821388862903,5.14150477413873,7.378884563427368,5.870798488621546,8.00964593017634,6.16352499682016,6.060494490573343,6.428451110987058,5.409225804344891,5.311780121506925,5.694793576403981,6.900173110810722,7.171589548611207,5.676057128796765,6.920099130581421,6.728347121284376,5.765010008390372,8.865137849734365,5.365663102709887,5.874246382937296,5.196566158115994,6.765343350107443,7.35191030008791
g77,5.551710998227,5.7012474246415685,4.3804778991763555,5.385767396481257,7.657501556809704,6.820955601960393,5.293779144747224,5.793149506745554,5.411150475496308,4.220893011143,6.666098948778728,5.85920081392256,4.8656030729202975,5.96674898937461,7.099926519161218,5.485347396394949,7.606823625078813,6.2700752212519495,4.894342036926857,6.847850199252641,5.515019002246775,8.401007819543398,6.064551747024209,7.076451189678011,6.303316840938766,6.730816253925127,5.697007513165039,6.2937629511811455,6.545694181667288,7.728190364442099,6.439620929780483,5.842720121354157,7.862379786601133,7.298888469414286,4.748997980269267,4.829544219716459,5.551132608230943,5.4274137469148656,5.0466803627522685,4.818817733110442,5.396878760537703,5.529307449197321,5.659922515645173,5.755389827476032,6.181701546744428,5.292897362767619,4.4104500105604885,7.667267490372693,4.8320569496261445,5.590602474528675,6.1860525910173605,6.293080715401442,5.193446584845547,7.518657017450968,7.12536312795396,6.078860675414475,6.617043660834258,5.752352297520498,7.022939115223202,6.259335390941484
g78,5.194967939466168,6.565335407874152,4.707579110072639,8.39526173071344,7.573750411212609,4.618646245441525,7.1376081042995665,7.168782249476053,4.975632664930778,4.905306563889677,4.39513556209379,5.916899293539379,4.110724695348096,6.549160149963134,4.282438866509059,6.814484836977328,6.9442277857910275,5.834142814699862,7.821827750070922,7.024963109702834,6.40195131877497,4.896202477932036,6.0407758110357745,6.96053982328696,6.968553190540722,6.049079681385126,8.03940315726997,5.2907052806427615,5.383314093199261,6.287148636462304,5.559191927351034,8.820226485872492,5.128734608466478,5.761039438478554,5.677277213915762,4.7905463356309195,6.096874166279742,5.829248038194017,6.447034243819452,6.548578732887259,6.841403404696829,4.907526880996528,6.714182423174128,5.524463996804312,5.472048831301196,6.471785975441594,6.199826248166325,6.36321567021924,8.312001725027002,4.633625128544567,6.457688555654986,6.540729480174762,6.475045553185278,8.123401606710354,6.7741732440438,3.9361319645162274,5.009093007082352,5.095946090816398,5.686533844592459,6.304078256522797
g79,7.321953631338168,7.096545652905421,6.726529290414922,4.468585018202171,5.111048015832755,5.164251037663507,5.81260692956592,5.066783624823575,7.675281754616842,5.590965046771624,5.859758681076459,6.380354123865808,6.7897895424028665,6.6902740220614785,6.255152361062077,7.065046413289026,6.684242553507493,5.231042571559838,5.9153198519652195,5.88002534864272,5.952545689070096,5.918072136094503,7.1141889680875785,6.009601732204845,5.55027993174333,4.5232793279799415,5.696320478210671,8.15313660867825,7.178606684791243,4.460226419257865,5.417161876328254,6.05034594826419,5.505616174566519,4.446598542584164,5.832056542940354,5.594007054164261,6.533409484147712,4.878028146611098,4.524038233047039,5.71840368332402,6.461208273354476,5.4774807949181765,6.664840006561062,4.939838974805033,6.546028208032437,5.96961837485316,3.567469828145364,5.9015451917627395,7.100032251621763,4.441312139578006,6.655061163374111,5.862131483139133,5.697489421439683,6.386443698721428,6.0172251582216,6.311507203392272,5.4801570828383985,6.761453654722808,4.699238554584662,5.922742948400257
g80,5.9785964088003745,6.655460922110523,6.03353250241212,3.8917727380261176,5.188091333711395,7.155555393954366,5.905888278983794,5.372269382391189,4.241355873551416,7.057528806608239,5.335453553535026,6.029789937143065,6.076924177074834,4.214012630702663,6.514355023653261,7.5562693412516815,7.503534194835375,4.903458059977509,5.802248902644457,5.746211691388418,4.194010845963854,6.607414251940585,4.889465961810135,6.279963493045839,5.140883956153999,5.583045700779178,5.512669696670733,5.643348028966001,4.825312117935344,6.1871483155827045,6.613764206035938,5.40018153680875,7.173548146559605,5.115483240018963,6.246004138756202,5.74542413455558,6.677258999850768,5.608201927357957,7.750544644107347,3.6128629462043476,4.890458810749524,6.383222569723454,6.442829002527093,6.230511155293388,4.5364028013518,7.084298737348883,7.157104188793829,5.26189138907708,8.408866664991015,6.1648217560979175,5.507687162552545,6.639650173141383,5.526755644571934,6.496469427762857,5.706678684804847,7.284292207503041,6.995337731903981,7.026648967306085,8.548874620319397,6.597012858165591
g81,7.646418481766403,5.769115078566375,4.666098714874309,4.225718923804888,5.03205719607588,6.278838462991322,5.853941657279575,4.82338896733813,6.924332319775026,6.369044586941836,7.462810070610972,7.667568232023196,5.149209967516076,6.454323756555237,6.76157997044625,5.721721895394701,4.481104180024146,6.185032646043108,6.72129727961496,6.965697276504751,5.258893941636334,6.11757249657075,4.0393413490428784,8.256366162787062,7.248749165725095,5.045337481675633,4.4206353735944575,3.4742001667811073,6.651264475014055,6.132695924480226,6.053927691693973,5.046980045825584,5.040736561595654,6.1604377020894,6.4319605678846745,7.735686598378271,4.990193022430887,5.64388921967702,6.319558771677772,5.709267143405343,4.999184120668308,6.989675458308613,6.0075734835687475,6.221641265160873,5.310046740747161,5.224756125412645,6.272271964009489,6.166029026496124,5.263910286379243,6.311068929620597,5.489080624031748,5.525994329543576,6.378210058347444,7.000442697225519,6.787848011997542,5.12914237713686,7.116911370185871,7.164951731962914,4.797145482648666,6.459658798378263
g82,5.6142684191893135,6.857224564227672,5.841308833818415,6.869576865978261,5.657702504415104,5.155958970135585,5.141787475692783,3.8091552537176976,6.14917634255702,6.407071784668258,4.785993063711297,6.440811533653612,4.59882259743569,6.336676389301391,5.404907666403767,7.065824057359932,7.059585361043748,5.489502943856451,5.567649348324817,6.080451438803448,5.938113457766281,7.931577269170295,5.9393290517989685,5.320906531687414,6.817739291444871,4.755311997356625,4.493742210688864,4.643691424730155,6.966930226140235,5.302127185837142,6.128257096790099,4.996987420326818,7.000210992744295,5.304395917895454,5.021873576511474,6.674552592963538,5.970475420213416,6.535140305522472,5.903630848459684,5.03515825029789,7.513488623785803,4.868248263347362,5.804589873161841,3.9260351105633773,4.73962657553848,6.391984473090951,6.694184059950487,5.507269548654851,7.4070704479198675,7.311653461663217,7.3826255648376575,7.4941960621154715,5.544683252039186,5.381582128147998,5.789518726474879,6.036992329529821,7.123658106545603,6.908653553043919,6.646605391708153,7.0971556955910895
g83,5.401565809409262,5.055620578144256,6.223267004770929,6.826861258299085,6.665205538323713,4.653808448988173,3.9751110572648747,5.9677062324298555,4.814517675473044,7.291212844294042,6.452151380015393,6.47176807214117,5.990606619685278,6.824392806768839,7.380506314140051,5.204945746409261,6.239904807005006,5.076667881150116,5.180538445019049,5.719517168399207,5.874072211375845,8.014854538852031,5.414553819575563,5.678370897343618,5.965907196538953,7.322431214506621,5.706297424101287,6.611789354531123,6.1554986929208075,5.073128633681696,4.901401299407702,6.588537819423906,4.648747415393278,4.991904049695512,6.613464624242001,6.048169826720146,5.1340292618607295,5.988638530138211,6.3287074505419785,6.26913433467782,4.0873037312324545,5.060542217138868,5.642092811295994,5.1890584350996845,4.5775137351097195,4.968638011090396,5.887155042045036,6.312061064896277,5.792696925825113,7.296950025367199,5.940206565333017,5.986762066994314,6.465728453840462,6.41008461587478,6.467820209133224,5.40691467089489,7.819685361243791,6.013483469930766,4.743553036811732,5.028452423161245
g84,5.421982020122846,3.94810443296475,5.543856263280416,5.663810572256649,5.002300341185849,5.256984415810802,5.917144613857554,6.430169409712502,8.05952766948975,6.303369747455472,7.581340606259734,6.222848304020981,6.223909407445292,6.271835434697808,6.46490149925668,6.487635782684256,6.019883919601061,5.743456078665755,6.134950339505223,5.8678472871731895,9.864607020560252,9.148085090483878,8.423163815940955,11.909529589764201,7.8912042043137465,6.911612903972831,11.072071996062979,10.886640593468274,8.308202844465523,9.654584731173111,9.402613548823995,9.019590972360621,9.135635258210312,9.495573534794207,9.417699949567265,9.474554272126746,8.962626286558189,10.218996329005329,9.854124072430633,10.007893286464533,5.496660088745022,6.712804869886492,5.332045877499001,6.573557629748006,6.637353418266659,5.864178065173047,7.2676901458121055,4.9105935322688286,6.905522705745425,5.517440758473331,5.288911829676832,7.829110332323448,8.296658964435803,5.79868327612079,6.664650391244399,4.54949974946283,6.776187772667532,5.677838467873075,6.846644487510111,5.127255427233531
g85,6.5413807118895555,5.55816744225626,5.205105650855994,4.986353935874026,6.043968239279099,6.565805214434235,5.675892773220632,8.604361397226683,6.1103853867454205,6.084206602039291,5.807282182076221,6.8245507984826395,6.933987341961216,5.484414172833666,2.690032546560722,4.4936918978781515,5.196143688845112,5.858491804521213,4.821306777325569,4.9565804047185,6.013541900107777,4.952124552567832,6.181515161893803,6.274981502740746,6.767745714644376,6.331061203716845,6.099409280051159,6.492428685413047,6.078227037505403,5.643073184954065,4.700959862245509,7.134110108890005,6.898088300429437,6.626192217206675,5.652357092227969,5.436251612791399,5.380447951064928,5.366191400858559,5.2174766898901375,6.831764836936733,9.22149581241869,8.013231857474008,9.904982079696886,8.668571204508329,9.017014071766852,8.753606884011639,8.34840265018229,6.731922817466561,9.127582886583358,9.097568107330172,7.564154840792701,9.188539147540485,8.213204699236332,9.796579719491515,10.087826602010548,9.49286317896204,8.184597647570822,8.727958560455452,10.273215046820841,10.341999418529054
g86,2.924879224872817,6.039550939431674,5.443136633344954,4.743451434313447,5.830766375011213,4.380646612251079,7.199578517464632,4.853121579638248,6.216181228986705,5.95654085803642,5.90539319877772,7.317968088129795,6.712282429706726,6.607890147975749,3.7223843016139098,7.481203556493352,4.63087083809596,6.104166991656928,7.199361646228688,6.484876114754471,5.842019333442422,4.635731483911164,6.5374886585252705,7.7414391533461595,4.5762501374288505,6.224382324685177,5.6272908639526635,5.573749667388951,7.077876589863989,7.0516310070651045,6.7224029357345785,6.716145978755295,7.112886189694667,6.253380439775974,6.430984524884602,3.686586569643565,6.080967833818507,7.153280398348634,5.930325798388498,6.013936638926433,7.844035004989126,3.9363768798134813,6.795893636946072,6.2194521755451895,5.780486793149939,6.516078261894032,5.016793058974321,6.705040986778061,7.729886573102038,5.956510108553472,7.949258927395624,5.937480906506893,6.69133513124919,6.4343198234279875,5.009633326898936,7.416854025573588,6.501687678254656,6.599506573090357,5.473864013193472,6.558868015041515
g87,8.825054717644775,6.484892213591912,5.100506934072868,7.06792752083359,4.019290691525845,6.933759702783413,6.12497919370862,5.749860863360751,5.079373858714499,5.164782622806526,6.592691618864286,5.124980807101015,4.012142161048144,7.043583106146133,4.085326992863576,7.095398066832579,4.775610169300455,5.377484212912093,5.5937928108996315,6.329422275693221,6.293215993603688,5.510954695702153,5.07175809801068,6.005302952607518,5.8805060188185765,5.311636537177828,6.783524451885995,4.690523526217369,5.26034910603354,3.6060038699347587,6.232840425847658,5.8754829932461465,6.561109668558536,5.942397297980543,4.499413057759513,4.886205549157643,7.584429943011786,5.3169331956364445,7.669721923980724,6.844640962598454,7.882963355364035,4.968783405115946,5.753826514048605,4.929331934569197,6.535115459632463,5.361559157114382,5.5511789261064,5.288700093135994,5.723955787599249,6.308616927844886,6.530015199445268,5.593318050479507,6.047792434467853,5.9981750601622545,5.184470939711018,5.8304171768282345,6.535182747299338,9.054074304945201,6.1716067481855355,6.390805788898521
g88,8.288508814571944,4.664122745226809,6.727139317262141,7.3002509460011344,6.941460765993716,8.18103631160618,6.498189403294131,7.937520853497034,5.478167012616316,5.017931345236497,5.856103118796426,4.75574549376261,5.791200568687498,4.386592342436682,6.361868366753631,5.632279103567827,4.861366357857888,7.316736544896543,5.744188610299952,7.043968629562128,5.21114032822355,5.68973962175265,6.535905028535955,5.503318062224214,5.834770400589195,5.991960390898646,5.818356647968243,4.081009882985548,5.389984729890264,7.11703109266724,6.010718801308343,7.694171282339978,6.927731070327228,5.957061853901652,5.0216341585004765,6.42201819720956,5.242198388363774,5.6110867106946385,5.1765806968163535,4.90387999933023,8.00693485600649,9.401602377276182,10.460522867233323,8.701823968661376,8.11719183962444,8.98733988135599,7.067094732183675,8.950753704004022,8.602521823022059,8.515876155496525,6.600422655694045,7.0755654619724355,9.496984217265364,7.742721914338999,7.594299488572651,8.369407896039458,9.748765447326598,8.448259951602077,7.916407332282263,8.617411274174604
g89,8.960195439160405,4.578446184111855,6.534966878723204,3.089802783904678,6.469836309742535,7.746370081011665,7.234329120471205,7.126774100611267,6.09053536223279,6.08508650661474,5.749815002225977,6.3073979788364865,4.964232174346511,6.074679024610187,6.888830785616501,6.859167358447545,7.492771057953938,6.968127960721318,5.940605903033094,6.621778106987014,4.590553876996651,7.124212333299878,4.820426970280699,5.5407162296415144,6.262651278503339,5.923039859778546,5.228004207386095,4.720295266139403,4.860015360252877,6.7273734602765725,6.662780894721088,6.238281728223252,6.301397890991539,4.888358246811277,4.35416947889019,5.964185994911226,6.973414169536119,5.967764371980561,5.444204921593548,5.9453911795400085,6.5193081212302655,5.981939256380319,3.605224729361403,5.494205281361059,4.919436199788562,6.245464330224278,5.575284542669229,6.9531052971753535,6.834336745565094,6.108442229265105,5.670566802517583,6.453122177261783,5.158302912654779,4.631361154113767,6.524053624667999,4.777463386272971,6.285431654962685,6.1973669755474,7.442730273618666,6.337684779990201
g90,5.356602679687511,6.631855318181925,7.704773533285523,4.94673962181762,6.768016387692002,6.060714794202765,8.309550227674556,4.579013628016977,5.9251664579807946,5.136977551148606,5.159834413041228,6.46819792614904,6.879258715624729,5.757722804326112,4.721605826092342,7.119966382374409,5.67950006401222,4.594671889487908,4.6265456737646655,6.667154697005363,6.447363425992926,6.638653337421328,4.9545620296148085,4.1510364255016805,5.939506782662029,6.9319226911581335,6.620710723976988,5.661422384538558,5.61958118483136,4.288065252066288,6.4313150796454295,5.074593460282175,5.149212946284624,5.973976774245521,6.3739151347699385,7.079009836840166,6.369534403390639,5.81464287976406,8.081889749675247,4.242224453870752,6.958736402582972,6.777526104396904,5.109294339585545,6.060712937205716,4.064421157275715,6.811315227040276,5.94754485345051,5.761398019346435,4.517366016219126,7.734705887805077,7.184498600955298,6.18797569111397,6.647187147025606,6.852527070393605,5.639432689025083,4.796106880539737,5.0119984708742145,6.304408535175584,4.674909981727675,4.62600866281712
g91,7.075281769196269,5.877342415332977,6.948071804419289,7.078097206897428,8.479214370282994,5.887217104064806,4.986707497363779,5.452427144088677,5.016221839718626,6.059656538286929,6.716661862561233,6.06193937629401,6.1729856936019205,8.01061602458111,6.097890011620483,5.40755435205759,7.392316701606014,5.9804443450649325,4.732293188482865,6.196441114932433,7.933836715228773,5.698155389736851,5.483588461276317,7.430119252132289,5.952621955803201,5.699207477337198,7.161085551575264,6.563902126187729,5.91607618715252,6.594342653624425,4.612751797725878,6.819523929493777,6.337928437836233,5.212890358528337,7.088470184140809,5.712976850624827,5.945737110848649,7.156155488723673,6.178842563250472,6.623560534249068,4.7390964171110275,5.3238497891969425,5.202331338017199,6.725660065589093,4.868285891312132,6.510534815890514,4.421600130050192,6.294675710327279,5.150415196886269,5.254221516713835,5.242776891266522,6.441313607820393,6.465993162292034,5.236065749433771,4.370217898177195,5.451407498497772,4.6755688759910825,5.915018287187837,5.8645351902573,6.685011904220591
g92,8.190271291214248,8.94896147163733,9.0432113065333,8.27142690232092,9.914288719479018,8.701268322476622,9.489205479866605,9.574706508717274,8.262202525865598,9.627931957793116,9.885504746488643,10.052862190672164,9.75230334098934,8.36156883704756,8.16748554520376,10.227088941834403,9.683002359545545,10.303068523296155,9.692138939975093,10.867327879746341,5.272002631279998,6.635018469969044,5.839215962985274,5.716072904779404,7.167743570620466,6.391865929974981,5.466749207164583,6.314444872428631,6.650618963951385,4.869246691047546,5.723662852201931,5.665184576024126,7.238752735772939,5.758637755784362,5.541627252049763,6.576932441432778,6.107911687100174,6.2964947230555515,6.179105291683984,6.064371433128427,5.31171932523962,6.180717463483482,4.856491613727624,6.212118173723739,7.799746538450093,4.686215409169646,5.633333577276275,6.048051098105358,5.1781098052805685,4.6755266982684764,6.035618001521011,6.2131702476105986,5.157623980217105,7.5305242506738,4.177850949684686,5.176690082317597,6.79302677036937,6.979292548967385,7.139652353954424,6.822595772831191
g93,8.241882690778464,5.567414380568497,5.804612566025778,5.806756731733068,6.831564983155882,6.526805364689349,7.097868595874878,5.337269271737774,7.653472596006151,5.941687320172821,5.644188039932772,6.1219188399244056,6.35282067686207,6.686808442265891,3.9325407068969493,4.510444524643463,5.086500115390402,7.914552763787345,4.847608888065589,6.2028999167558965,9.50576394402281,8.713116931122649,11.108560500459001,7.968425856227899,9.29123638759132,8.73533615184696,9.795752542303164,9.260423050491823,7.203275809752407,9.242998498146806,8.97767712600254,9.196470782744282,10.267490358368937,9.334287170371297,9.770090421763673,9.296692843338915,8.078603718606804,8.737835749980619,9.093450178126831,6.937127132576592,5.706717951105232,7.12358296964598,5.602939326136998,5.006803274808519,6.75488771606549,5.994169079623658,7.552093694508436,6.312775419210803,7.2610706876470825,5.386585310374261,5.889559605066395,5.20807079107811,6.9542369565599325,5.318352144742877,5.409363717848804,6.075636308547557,6.303691451970367,5.830446837730106,5.584439876033878,7.511633157764474
g94,5.33711460960692,5.948434157800718,5.9076146903991225,7.970392105730308,5.40994817170057,6.402095010937224,5.186793771694302,5.32056983668586,6.220165871015676,5.692377221480979,5.951171924693586,4.301689428544114,6.088166532468411,6.166211530661852,5.017361398806833,6.439182327086234,6.905894464044192,5.703265527780016,7.840266848205267,6.890919242985726,5.586490432755396,6.031915787262821,4.965491680181707,5.599490320341389,7.398007754355179,5.58970090713867,6.333444257649974,4.041368687208456,7.133791168595804,4.533849507032567,5.736534983173801,5.874821518580499,5.6887420041969,4.894284471817326,6.276616180049768,5.329701254719133,6.482580496117426,5.464578220129438,7.035662535515957,6.419337679465592,6.150634700386362,3.9117950816530067,8.179233805626993,6.098638563181625,6.122441344223205,6.298966552722059,5.526186808104151,6.6098991681547785,5.572950591822816,6.80058241475021,5.126790703158446,6.493920341482948,7.650024808260393,7.5047671882710745,6.7132538605409735,6.622045084684882,7.467319007522722,6.622024065510544,7.829507992320046,5.491240320305358
g95,5.644913041943393,6.742952137909007,4.162584412310415,5.005072097024913,7.9250616209834375,6.361218929487059,6.987874318469358,8.000754318879435,7.090137333762623,4.414241401287464,4.738412214533581,4.86245475875789,6.148654749942323,5.389497821727813,5.540271222932629,5.861501994686494,7.342945038001059,5.413393945594799,4.8155530471106305,6.027478799306467,6.021390517969779,7.165041901271094,6.026615414948412,6.105200061729275,5.752400243345749,7.395321617682722,5.995058573435461,6.188223628967149,5.615372084888653,5.2465367970285515,6.036541807229381,7.241452879468823,4.8613361562887,5.6420771087683885,5.981455739164456,5.409048933870528,6.246203254816253,7.807964961730386,5.2878383667059214,6.068745248965121,7.077622768180887,5.516722606877775,6.007634390961119,5.819028276948293,6.509863793735771,6.636372566314968,7.196471710178625,7.299686697713452,6.439913318605904,5.9538351272945915,6.591659265244224,5.992068391969894,6.26750893118675,4.456995106459633,4.469842593100078,6.3224393713039,6.819404828837737,5.881740098626768,5.889745606486679,4.447508700519299
g96,6.119709323190502,5.413951821446961,7.673430983734123,5.178039878166091,4.72429359313557,5.820220896112842,6.047373713018607,6.483261412363221,5.722252015154273,5.3081192996126445,5.611426864555417,5.53019855479719,5.505222553530223,5.985593088641401,6.03814835197684,7.0170924362184035,6.004801388718385,6.155269334461526,6.263477871011315,5.919866860641765,4.299575618230962,7.751552556543397,6.172154611986269,5.21254151797296,5.4225882314679215,7.742007951032477,6.261556487396075,6.982140734912121,5.117136975352632,6.996339597653773,5.125512270967798,7.3787010357022655,6.6937034109792215,6.126224685478427,5.463795670851043,5.994750532885109,6.873806519010858,5.941698942507882,4.6145678313642655,5.334597433722099,8.970400912780402,9.282288966663542,9.559492029952654,8.382838532925495,9.03240234062401,9.620826111260506,6.331202822454056,7.781909832473072,9.112361056526096,8.916833803632507,8.81581024753331,9.432733819317615,9.734481251033543,7.14788347081979,8.553110843248241,8.075062950219213,8.887645240623444,9.157326802155968,8.059112503211995,9.266119551848334
g97,4.898220868563325,6.694681454706052,7.879945023391149,6.280620403630489,6.169734145524541,6.795091090365779,7.335678310939447,6.646280039989334,6.82097671351754,6.805044228525771,5.8476520215740475,6.664597767401886,5.216188181082743,5.070745738886313,5.948702658903606,6.831015460618191,7.647743727173719,6.147173922868632,6.214478907813297,6.360540980684446,4.6811826824007925,6.439374040786705,6.566276598379032,8.086091401759411,6.175657407490203,7.397316192879558,4.947797505195473,4.487282679642266,6.951301145510104,6.517999854733615,5.452902520651799,6.1894887399303915,5.040862874027853,5.773752869545272,5.986041248905864,4.649217513055408,6.3355064743903675,7.917780446727955,4.780796272109428,5.523603147860694,7.124405353142481,6.693382067155222,5.208390989796429,5.307634581283264,8.715598943674568,7.534554686297155,6.244250492175488,7.026272480986718,7.528965231198142,6.713741696348584,3.460443830711956,6.409536230867081,7.052537447513635,6.452248177097986,5.953983811035169,4.664053147998347,5.811441880940197,6.853323767950648,5.591506191595007,6.02697697955245
g98,6.951239971430897,4.892356162721035,4.775962231032598,5.570963584328073,5.296008115008273,5.162343209822117,4.038901949697388,6.619890770052572,5.618889371879053,4.509917097038848,6.9908732113246845,6.4939711369368975,5.640125202078304,5.066234073725546,7.358499532824169,4.106587910354495,6.050381784167939,5.45552045076469,7.943958525431239,6.206780260679845,9.704558076903483,8.453330350516447,10.13514532911904,9.448309903542295,10.19423317153363,9.075775149947496,8.268343301236806,9.227303137359172,8.05153588452603,6.12836778926455,9.797189892647525,8.960218817443819,8.403662526381808,8.82053879957486,7.138920775560279,8.943735863866994,7.964736443889361,6.510444166472254,10.29354010221457,8.459081194161408,7.065801660193715,6.34226877517919,6.658644109060471,5.243976213942805,5.2201382852705365,6.458577971245739,5.035903689227724,5.875296571190619,4.752508125883116,6.915940909326296,6.483265789256447,6.3507392343432345,5.070588228904943,5.664054661410258,4.612553943564373,6.485719866296219,5.794056166978675,6.153374740758025,5.765689892650254,5.06469477606352
g99,6.041160979148475,6.486486646900454,4.7742418626896495,6.198271461602771,4.485925902516142,6.192286046342858,6.6837537246852845,5.586269450466582,7.045007745503842,6.603360243970186,6.409148767685362,5.279529201477445,6.9550968041789725,6.495461044853404,7.0367773122653325,5.907501754155075,7.249627017422409,6.149569449186699,6.093670747132606,5.1524895499313,7.281999891808399,6.136355194621821,5.161143547794066,6.828400445651379,7.128805769036282,5.188934715118337,6.123547979598733,5.79252660028231,6.7019863563855715,5.218277235954763,7.5119288559962545,6.069461379852472,6.8380077157588826,6.545054836285756,4.830432720948304,5.830262237237979,7.704376197533286,6.860938294508768,5.1026402896181215,5.089347852992001,5.757355632493535,6.776171962073991,6.28937612563226,7.47442038635817,6.17311461419112,6.294445341958778,6.985878998371425,4.81768203505686,5.823869966323381,8.087367357472372,5.374881206558943,5.698569072020675,7.162403115265762,5.981952522472432,5.831216643485622,4.77408100134754,7.071916603340517,6.2777747216354225,6.076686225559327,5.896999453163356
g100,5.520244544725895,6.495031863096826,6.834633927390114,6.465984243109464,6.48130583816496,5.114170021042692,5.268868400193051,6.596527712018535,6.262623142859109,5.893530799166666,7.414976034603015,7.353348661362854,5.336251873068558,7.094098147066869,6.689631507689924,5.0296085744527765,6.854713913588438,6.81065391302424,6.250558328752933,7.265106081836523,7.519657741125851,9.02439849114486,8.90972651956963,8.44340613380071,8.54063957359735,8.573355630637947,8.58166257529296,10.731744982226905,9.107767330213575,9.198111270794282,9.329119669754661,9.94720030464939,9.584113273157909,8.559863542629447,10.768183096233207,9.169636658585505,9.872357315359165,8.995113486033183,8.538964900063114,7.0871058589029605,7.143319139413264,7.66898843168744,7.265902729176546,7.609007571730524,5.660345391733942,5.9461587648402805,7.182412406940018,5.919188843165149,4.690834402385445,4.579187789149797,8.344372497889227,5.650739534573235,5.690534076561486,4.917128136999727,5.757835158679432,6.695210469574527,5.714399458942499,5.642545385667818,6.262742783661089,4.075438460823835
