ID,sp,long,lat,No. cat,Code,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,d11,d12,d13,d14,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,BIO1,BIO2,BIO3,BIO4,BIO5,BIO6,BIO7,BIO8,BIO9,BIO10,BIO11,BIO12,BIO13,BIO14,BIO15,BIO16,BIO17,BIO18,BIO19
307,picta,-99.68,17.55,p98857af,8,0.00408187,0.00121375,-0.00401027,-0.00042472,-0.000378599,0.00645101,0.00474316,-0.00200682,0.00317369,0.00618646,-0.00956438,0.000286527,-0.00176851,-0.00497158,0.00317801,0.00391159,-0.0018406,0.00208846,-0.00399129,-0.00392503,-0.00216116,-0.00296705,0.00195791,0.00353719,-0.0104516,-0.00311166,0.00164133,-0.00333445,-0.004129,-0.00162038,0.00360126,-0.0051885,0.00481567,0.00216779,0.0116545,0.0053083,-0.00653677,-0.00805205,-0.0158135,0.00143564,0.00142519,-0.00331041,0.00693983,0.0072379,-0.00691629,-0.00164988,-0.000763779,0.0113008,0.00464664,-0.000488335,-0.00184025,-0.00793294,-0.0188282,-0.0276848,-0.00112703,0.0102141,-0.000224158,-0.00133369,0.000268364,-0.00361903,0.00128287,-0.00368056,0.00054808,0.004745,-7.74E-05,0.000560128,-0.00942664,0.00541825,0.00816535,-0.00281697,-0.00363106,0.00832319,-0.0138506,0.0141513,-0.00520854,0.00371359,17.5,10.5,7,84,25.3,10.3,15,17.3,17.8,18.6,16.4,1589,365,7,102,952,33,99,41
308,picta,-99.68,17.55,p98858af,8,-0.00663479,-0.00729737,0.0053807,0.0076252,-0.000991878,0.0140282,-0.00911507,-0.00302825,-0.0112329,0.0119306,0.000505537,0.000114929,0.00662242,0.00500263,0.00553834,0.0013078,0.00447161,0.0062125,-0.00697247,0.00165692,0.00638513,-0.000524849,-0.00589109,-0.0013415,-0.00792516,-0.000802156,0.0093446,0.0069973,-0.00159312,-0.00603326,0.00159139,-0.00165294,0.00812621,-0.00543825,0.00942444,-1.97E-05,-0.00258221,0.00486661,-0.00630783,0.00514764,-0.00664093,0.00886021,-0.00105798,0.00340591,-0.00607439,0.0226256,-0.0036761,0.0341191,0.00220763,0.00157323,-0.000352816,0.0104552,-0.0109074,-0.0074201,0.0236828,-0.0133714,3.44E-05,-0.00037276,0.000656778,-0.000606852,0.0053587,-0.00547586,-0.00131727,-0.000224964,0.00390366,-0.0043847,0.00624648,-0.00474603,-0.0109931,0.00990961,0.00356269,-0.00620856,0.00011776,0.00358058,0.00252988,-0.00357937,17.5,10.5,7,84,25.3,10.3,15,17.3,17.8,18.6,16.4,1589,365,7,102,952,33,99,41
309,picta,-99.68,17.55,p98859am,8,-0.00248053,-0.00320373,0.00835275,0.000694635,0.00329703,-0.024694,-0.00953974,0.00522248,0.00406707,0.000464293,-0.0290796,-0.00328751,-0.00263925,0.00932478,-0.00138001,0.00222796,-0.00139008,-0.00188303,-0.0016535,0.00350076,-0.01413,0.00308005,0.00929184,-0.00425315,0.00671265,-0.00263424,-0.0134484,-0.00120936,0.010897,0.00318918,-0.0105637,-0.00535747,0.00352341,-0.00396544,-0.0103715,0.00564612,-0.00921379,-0.00110531,-0.0116161,0.000683506,0.00263201,0.000360524,-0.00372613,0.00131626,-0.0177624,0.0146561,-0.0143577,0.0422268,0.00958942,0.00695806,0.0113999,-0.0156377,-0.0220782,-0.0134521,0.0226912,-0.00306573,-0.000243712,7.83E-05,-0.000247252,-0.00128522,0.00207731,0.00373458,0.000623465,0.00150848,-0.00311573,0.000795584,-0.00711059,-0.00410518,0.00817386,-0.00161264,-0.00130231,-0.00536487,-0.00284832,0.000119526,-0.00541823,-0.000327012,17.5,10.5,7,84,25.3,10.3,15,17.3,17.8,18.6,16.4,1589,365,7,102,952,33,99,41
310,picta,-99.68,17.55,p98860af,8,0.0145816,-0.00484949,0.0191323,0.00647731,0.0126793,3.00E-05,0.0114791,-0.0052171,-0.0271908,0.00670897,-0.00760579,0.00906646,0.0287974,0.00245963,0.0004977,0.00203916,-0.00370635,0.00655197,-0.00240648,-0.00121545,0.000211645,-0.00191781,-0.00310463,0.00180059,-0.00157694,-0.00408354,-0.0119042,0.00128441,-0.000867035,-0.00127288,-0.000845642,-0.00810134,0.000975145,-0.00396439,0.000682309,0.00169379,-0.0096993,0.0105612,-0.0036836,-0.0048104,0.00814883,0.000564491,0.0154825,0.00407693,-0.0194653,0.0222589,-0.0219328,0.0342994,0.0105995,0.0144987,0.00119411,-0.0211646,-0.00534211,-0.00418201,0.0315138,-0.00658275,-0.000158652,-0.000852049,0.000674052,-0.00202201,0.000668477,0.00316762,0.000743344,0.00151225,0.00182587,-0.000174869,-0.00507762,0.000888077,0.00440048,-0.00170388,-0.000752847,-0.00074478,-0.0109988,0.0147063,-0.00903448,-0.00667031,17.5,10.5,7,84,25.3,10.3,15,17.3,17.8,18.6,16.4,1589,365,7,102,952,33,99,41
311,picta,-99.68,17.55,p98863am,8,0.0138973,0.00601532,0.0185674,-0.00303378,0.030302,0.0105869,0.0118537,-0.00846368,-0.0238199,0.0137477,0.0446208,0.00275189,0.0148062,0.011011,0.00789993,0.00446555,-0.010006,0.00596037,-0.000779677,-0.00129558,-0.00819761,-0.00525208,-0.0138365,-0.00180623,-0.00608833,-0.00141654,0.00577766,-0.00831144,-0.0034585,0.000653972,-0.00776829,-0.00666414,-0.00281862,0.00675848,0.00556481,0.00532599,-0.00243297,-0.000733761,-0.0202933,-0.00441823,-0.000486102,-0.0036149,-0.00187545,0.00101413,0.00188407,0.0317785,-0.0124889,0.0302111,0.00993608,0.0127664,0.00280508,0.0100719,-0.0237984,-0.0102377,0.00581661,-0.000862253,-0.000146997,-0.00369674,-0.000744997,0.000209844,0.00362631,-0.00829039,0.000650705,0.000328591,-0.00376997,0.00516983,-0.00257746,0.00102628,0.00444684,-0.009896,0.00333195,-0.00176775,0.00139671,-0.000783168,-0.00351736,-0.0124566,17.5,10.5,7,84,25.3,10.3,15,17.3,17.8,18.6,16.4,1589,365,7,102,952,33,99,41
312,picta,-99.68,17.55,p98864af,8,-0.00157883,0.00436106,-0.000701415,-0.00390675,0.0266904,0.00947666,0.00801849,-0.0125687,0.00935489,0.000392232,0.0171903,-9.76E-05,0.0252369,-0.00125838,0.00369786,0.000651256,-0.00653728,-0.00187034,0.00361405,-0.00105822,-0.0144926,-0.00227738,-0.00201556,0.00153928,-0.000292763,-0.00438025,0.00475235,-0.000142708,0.000690801,-0.000752188,-0.0040465,-0.00970067,0.00103201,0.00413576,-0.00107274,0.0090314,0.00111784,0.000411999,-0.0151276,0.00135219,0.00455172,0.00059294,0.00178173,0.00241381,-0.00651517,0.0227811,-0.0127738,0.0285602,0.00803191,0.0157026,-0.000160659,0.00766561,-0.021326,-0.0136983,0.0188014,-0.0102433,-0.000294301,-0.00386083,-8.81E-05,-0.00302821,0.00388473,-0.00500879,0.000442828,0.00420144,-0.00282328,-0.00152438,-0.0110756,0.00747755,0.00769356,-0.000225575,-0.000983433,0.00152824,-0.0123633,0.0142733,-0.00568791,-0.00360442,17.5,10.5,7,84,25.3,10.3,15,17.3,17.8,18.6,16.4,1589,365,7,102,952,33,99,41
313,picta,-99.68,17.55,p98865am,8,0.00278989,-0.00454823,0.00355472,0.000389632,0.000635856,0.00260269,0.01239,-0.00593917,0.00134441,0.00298267,-0.00887484,0.00622846,0.0120282,-0.00124185,0.00721822,0.00229058,0.00330685,0.000970666,-0.00968987,0.00173844,-0.0023226,-0.00418707,0.00414579,-0.00435046,0.000350034,-0.000908474,0.000255654,8.74E-05,-0.00250141,-0.00164493,0.00283827,-0.0058932,-0.000991849,-0.00363128,-0.00812882,0.00229854,-0.00466301,0.00229849,-0.00876295,-0.00134942,0.00716463,0.00617204,0.00142326,0.00506959,-0.00580965,0.0296947,-0.00979605,0.0540302,0.00555337,0.00861,-0.00666114,-0.0109315,-0.0317714,0.00853766,0.0269022,-0.00944442,-0.000199501,-0.00347031,0.00025623,-0.0033141,0.00382178,0.00279367,0.000940543,-1.74E-05,-0.000557264,-0.000699787,-0.00514136,-0.00921543,0.00853619,-0.00682372,-0.00211814,-0.00685973,-0.00193204,0.002215,-0.00341013,-0.0103559,17.5,10.5,7,84,25.3,10.3,15,17.3,17.8,18.6,16.4,1589,365,7,102,952,33,99,41
314,picta,-99.68,17.55,p98866af,8,0.000977091,-0.00177358,0.010406,-0.00567666,0.0142473,0.00434929,0.00490915,-0.00585338,-0.0211635,0.00395726,0.00783193,0.000155713,0.0229141,-0.00176594,-0.00110084,0.000651612,0.00268102,-0.000221537,-0.00409887,0.00346386,-0.00374692,-0.00386129,-0.006171,-0.000182257,-0.00156016,0.00110294,-0.00406436,-0.00449782,0.00392184,0.00261804,0.00583219,-0.00175841,0.000464049,0.000176232,0.00816061,0.00540644,-0.00106965,0.0042575,-0.00899082,0.00228569,0.00397425,0.00557663,0.00264439,0.00881722,-0.0180346,0.0265953,-0.0180057,0.0455911,-0.00350741,0.0148137,-0.0129876,-0.02354,-0.0246333,0.0275225,0.0333949,0.0123838,-0.000218148,-0.00387037,-5.21E-05,-0.00390747,0.00146121,-0.00225311,0.000173615,0.0039537,0.00398139,-0.00286137,0.00364027,-0.00547994,-0.00125808,0.00119516,-0.00451813,-0.0113846,0.00247523,0.00692592,0.0027594,-0.00128209,17.5,10.5,7,84,25.3,10.3,15,17.3,17.8,18.6,16.4,1589,365,7,102,952,33,99,41
315,picta,-99.68,17.55,p98867am,8,0.00119725,-0.00475348,-0.000691873,0.00466276,0.0255144,-0.00021608,0.0153907,-0.00734486,0.00560183,0.000346989,0.00961548,0.0116569,0.0118304,-0.0136745,0.00895198,-0.000215935,0.00128685,-0.00434433,-0.00400183,-0.00024103,-0.00371167,-0.00517043,0.000619155,-0.00180354,0.00188638,0.00121619,0.0040636,-0.0045081,0.00514936,0.00496985,0.00117471,-0.00285682,-0.00079283,0.0035653,-0.00781606,0.00414237,0.00168834,-0.00569949,-0.0074474,-0.00887113,0.0220069,-0.0123715,0.00798932,0.000272667,0.00607446,0.0342461,-0.0164227,0.0306409,0.00705968,0.0147948,0.0130489,0.0117353,-0.018425,-0.000506473,0.000943986,-0.00723073,-7.96E-05,-0.00113613,0.00028323,-0.00382631,0.00364234,-0.000918101,-0.00143946,0.00782948,0.000474474,0.00208776,-0.000987081,-0.00476425,-0.010018,-0.00407875,0.00855448,-0.0117872,-0.00511829,0.0109456,0.00492726,-0.0206787,17.5,10.5,7,84,25.3,10.3,15,17.3,17.8,18.6,16.4,1589,365,7,102,952,33,99,41
316,picta,-99.68,17.55,p98868af,8,0.00708416,0.00345607,-0.00242737,0.0085955,0.0219733,-0.00333402,0.0185067,-0.00260553,-0.00770555,0.00538139,-0.000465687,-0.00254848,0.0177066,0.00439718,0.00363018,0.00173549,-0.00106152,0.00172932,-0.00364451,-0.00195379,-0.000527092,-0.00240018,-0.00701519,-0.00417712,0.000777279,-0.00410145,0.000537256,-0.00217134,-0.00259668,-6.30E-05,0.00841254,-0.00868263,0.00261078,0.00160847,-0.00332993,0.00852338,0.000265923,-0.000394217,-0.00274317,0.000130466,0.00930586,0.00226679,0.0043794,0.00666801,-0.00658461,0.0125942,-0.0131028,0.0193232,0.00986789,0.0149531,-0.00607946,0.00967594,-0.0238084,0.0122661,-0.0168849,-0.0163258,-0.000547641,-0.00405373,-0.000833743,-0.0046663,0.00107048,-0.00351153,0.00194774,0.0103317,0.00123805,-0.0123543,-0.00150066,0.00634003,-0.00187735,0.00484369,0.000813616,0.000425258,-0.0120324,0.0122062,0.000413636,0.000193349,17.5,10.5,7,84,25.3,10.3,15,17.3,17.8,18.6,16.4,1589,365,7,102,952,33,99,41
317,picta,-99.68,17.55,p120800am,8,-0.00925006,0.00222319,0.00586522,0.00154449,0.0143194,0.00775112,0.0140243,-0.00551725,-0.0141999,0.0119316,0.0190643,-0.00431215,0.0127095,0.011196,-7.54E-05,0.00154039,0.00882658,0.00216795,-0.00969266,-0.0036507,0.00478857,-0.000787813,-0.00418611,0.00600913,-0.0197669,-0.00124708,0.0113769,-0.00936777,-0.00351596,0.000229239,0.0102691,-0.00065647,-0.0141852,0.00430445,0.0196242,0.00452701,0.00432102,-0.00719575,-0.0187163,-0.0010279,0.00719649,0.0315012,0.00249387,0.0157921,-0.0124314,0.00287714,0.00512581,-0.00259993,-0.0109572,-0.000995224,-0.0357039,-0.0176301,-0.021585,0.0198999,0.00524651,0.0197051,-0.000446714,0.004673,0.000177949,-0.000452984,0.000390913,0.000281759,-4.05E-06,0.00219471,0.00341955,-0.00409014,0.00568182,-0.0100978,-0.00434126,-0.00164517,0.000511882,-0.0116753,0.00551693,-0.0012209,0.00597684,-0.00454061,17.5,10.5,7,84,25.3,10.3,15,17.3,17.8,18.6,16.4,1589,365,7,102,952,33,99,41
318,picta,-99.68,17.55,p120802am,8,0.00946367,-0.00436696,-0.00114608,0.000732189,0.00119173,0.00966698,0.00963992,-0.00270709,-0.0211495,0.00707358,-0.0162165,0.00590195,0.0180571,-0.00451166,0.00782633,0.00190332,-0.000789167,0.00241218,-0.00938826,-0.00284558,0.00570721,-0.000354086,-0.00470601,-0.00374961,-0.00266008,-0.00170592,-0.00157754,-0.00446586,-0.000873328,-0.00264413,0.00733963,-0.0019683,0.00143604,0.00205569,0.00575328,0.00103804,-1.65E-05,-0.0036139,-0.034756,-0.00400042,-0.00223452,0.00466057,0.000242376,0.000134498,-0.00112858,0.000210917,-0.00508052,-0.00755736,-0.0174724,-0.0072513,-0.0161981,0.00425882,0.033087,-0.00969528,-0.0179957,0.0279192,0.000123675,0.000534758,-4.14E-05,0.000490137,-0.00201418,0.00348487,-0.000615549,0.00389524,-0.0024264,-0.00198599,-0.0107451,-0.00289562,0.00325566,0.00624536,0.00291011,0.00783793,-0.0153927,0.0079602,-0.00828752,-0.00186347,17.5,10.5,7,84,25.3,10.3,15,17.3,17.8,18.6,16.4,1589,365,7,102,952,33,99,41
319,picta,-99.68,17.55,p120803af,8,0.00738277,-0.0044253,-0.00460216,0.000291763,0.0130207,0.0108921,0.00357182,-0.00136032,-0.00182987,0.00401878,0.0021499,0.00169703,0.0190051,-0.00355714,0.00404676,0.00200674,-0.00535485,0.00313383,-0.00763486,0.00156567,0.00867459,0.000831799,-0.00150631,-0.00356246,-0.0104056,-0.00297696,-0.00223223,-0.00187699,-0.00829454,-0.000126128,-0.00545823,-0.00223999,0.00109946,-0.000362582,0.0186813,-0.00119722,0.000242206,-0.00548738,-0.019095,-0.0039871,0.000580522,0.000306369,-0.00985064,0.0066207,-0.0114878,-0.0114346,-0.00207961,-0.00695825,0.00822239,0.00587318,-0.0337349,-0.00756381,-0.00351367,-0.00440442,-0.0104146,-0.0069466,-1.19E-06,-0.00464735,-0.000277192,0.0014076,-0.00217551,0.000627275,-0.000941897,0.00199382,0.000198852,-0.00593341,-0.00358075,-0.00080277,-0.00813149,0.00622831,0.0101539,0.00280994,-0.0133954,0.00921568,-0.00569161,-0.0205497,17.5,10.5,7,84,25.3,10.3,15,17.3,17.8,18.6,16.4,1589,365,7,102,952,33,99,41
320,picta,-99.68,17.55,p120801am,8,-0.00310772,0.00128263,0.0119916,-0.00622301,0.0102228,0.00848207,0.0141963,-0.00655048,-0.0119772,0.012097,0.020452,0.00332374,0.018361,0.00215096,0.00265712,0.00141576,0.0109623,0.00793364,-0.0072417,-0.00365438,0.00464191,0.000191678,0.00529342,0.00263146,-0.00399329,0.00129309,0.00793101,0.000555121,-0.007038,-0.00254416,0.00787288,-0.000706886,-0.000252054,-0.00412701,0.0108089,-0.00209173,0.0054155,0.00455496,-0.0037447,0.000366808,0.0122114,0.00586095,0.00735465,0.0122725,-0.00678459,-0.00266036,-0.00518227,-0.00744086,-0.0151208,-0.00244105,-0.0345686,0.00868149,0.0304564,0.0214021,-0.0246344,0.022514,0.000370076,-0.00216905,0.000431504,0.00325347,0.00406824,-0.00188119,-0.00205124,-0.00127142,0.00205618,0.000628248,0.00263379,-0.00522949,-0.00449045,0.00396447,-0.000186331,-0.012854,0.00648323,0.00300144,0.00939543,-0.00435969,17.5,10.5,7,84,25.3,10.3,15,17.3,17.8,18.6,16.4,1589,365,7,102,952,33,99,41
321,picta,-99.483,17.549,p70052am,8,0.00936784,0.00313301,0.0233693,0.000559791,0.00915149,0.0127821,-0.00528005,-0.0104947,-0.0107895,0.00137895,-5.50E-05,0.00242236,-0.00510354,-0.00136067,0.00476386,-0.00103045,-0.00384882,-0.00628613,-0.00417988,0.00470195,0.000463012,-0.00341092,-0.00400077,0.00263573,-0.0110996,-0.00363395,0.00677482,0.00154091,-0.00119498,0.00135489,0.00534828,-0.00210019,0.012388,-0.00889342,0.0235223,0.00627244,0.0115219,-0.00341089,-0.0200698,0.00528991,0.00922361,0.00846613,0.000741059,0.00425931,-0.0199469,0.0290048,-0.00975991,0.0381606,-0.0193134,-9.47E-05,-0.0245634,-0.000485787,0.00831817,0.0155547,0.000710405,0.0295727,-0.00015573,0.000298897,0.000236097,0.000522388,0.00698631,0.0014739,0.000670433,-0.000533768,0.0029438,-0.000142264,0.00915351,-0.00656362,0.00102868,0.00531373,-0.00459849,0.00461922,0.00635957,-0.00414272,-0.00286741,-0.00325668,21.5,14,6.9,131.4,31.7,11.5,20.2,21.6,20.6,23.3,19.8,979,211,3,102,606,18,247,20
322,picta,-99.483,17.549,p70064am,8,-0.0113438,-0.00549071,-0.00939516,-0.00571465,-0.00187189,0.00337991,0.0088501,-0.00675789,-0.00642575,0.00700855,-0.00564986,0.0107215,0.00214395,-0.00834866,0.00339498,0.00620942,-0.00851996,0.010582,-0.00772073,-0.00220365,-0.00587275,-0.00241176,-0.0051929,-0.0116728,-0.00300296,0.00138317,-0.00588758,-0.000699038,-0.0057998,0.00287683,0.00357728,0.00439914,0.0179823,-0.00922765,0.00282084,0.00125548,-0.00279048,0.00846746,-0.0038595,0.00773124,-0.00471682,0.00165003,0.0126779,0.00627889,-0.00918647,0.0060826,0.000103478,0.00705631,-0.00996017,0.00881695,-0.0204744,-0.0138483,0.0126676,0.00972983,-0.000249508,-0.0211393,-8.57E-05,0.000176863,0.000249727,0.00109867,-0.00475628,0.0030103,0.000996563,-0.001186,0.00415879,0.00397187,0.0058837,0.00579513,-0.00461559,-0.0106804,0.00459445,-0.00148096,-0.00229556,0.00766562,-0.00441693,-0.00792649,21.5,14,6.9,131.4,31.7,11.5,20.2,21.6,20.6,23.3,19.8,979,211,3,102,606,18,247,20
323,picta,-96.336433,16.12833,p71588af,8,-0.00115868,-0.00124588,-0.0126716,0.000780803,0.00667334,-0.000899795,-0.0168167,-0.00137284,-0.00493228,0.00594696,-0.0201406,-0.00588952,0.00750767,-0.0126379,-0.00386857,-0.00060147,-0.000868596,-0.00119619,0.00276102,0.00369644,-0.00655479,-0.00310461,-0.00341923,-0.000132311,-0.0050236,0.00012162,0.00667321,0.00354357,0.00670174,-0.000713601,0.00792862,-0.00388598,0.00595952,-0.00316365,0.00358086,0.00402935,0.0142358,0.000193127,-0.00587864,0.00435003,-0.0151904,-0.00928399,0.00125208,-0.000854454,-0.0110009,0.0294219,0.00967972,0.035369,-0.00944699,0.00708566,-0.0363908,-0.0392815,0.0143889,0.0307163,0.0107031,0.0191127,-1.87E-05,0.000788542,-0.000597839,0.000368977,-0.00246392,0.00343755,0.000556604,0.00212598,-0.00311846,0.00498328,-0.00412752,0.000532982,0.00493254,-0.00686182,0.00106281,0.002924,-0.000932849,0.000185816,-0.00187545,-0.016434,13.9,11.8,7.9,54.6,21.5,6.6,14.9,13.9,13.3,14.7,13.3,1306,274,6,93,728,33,188,33
324,picta,-96.336433,16.12833,p71589af,8,-0.0156722,-0.00711367,0.0195183,0.00473089,-0.0073943,-0.0219823,-0.0151321,0.00418248,0.00429923,-0.0148395,-0.0451093,0.0080834,-0.00894286,-0.00773168,-0.0034444,-0.000180377,-0.00337034,0.00443218,0.00421044,-0.00141601,0.00385122,-0.000405746,-0.00729776,-0.00369772,0.00252174,-0.000380579,-0.00250827,-0.0016525,0.000828106,0.000284704,0.00216061,0.00283904,0.000851399,-0.00307601,-0.00658199,0.00162426,0.00208187,-0.0010661,-0.013761,-0.0170222,-0.00532725,-0.0162618,0.00828936,-0.0030629,0.00132184,0.00257221,0.00269155,0.00244579,-0.00452253,0.00768317,-0.0165437,-0.0158984,-0.00376003,0.0202923,0.0134422,0.0192042,-3.59E-05,0.000193588,0.000321134,0.00106325,-0.00190238,-0.000691152,-0.000326436,-0.00079049,-0.000926927,0.00447588,-0.00851256,0.00946927,0.0010398,-0.000493497,0.0063531,0.00622826,-0.0153324,0.01772,-0.0122357,-0.0149654,13.9,11.8,7.9,54.6,21.5,6.6,14.9,13.9,13.3,14.7,13.3,1306,274,6,93,728,33,188,33
325,picta,-99.683,17.555,p126915af,8,-0.00533526,-0.00267348,-0.00480744,-0.00181399,-0.0112599,0.00444141,-0.0161637,-0.00681223,-0.00300881,0.0126231,-0.0275561,-0.00756268,0.0113315,-0.0121813,0.00663918,0.00519106,-0.00830115,0.00918243,-0.00201937,-0.00133255,-0.00498963,-0.00511668,1.25E-05,0.00163709,-0.000589221,-0.00517823,0.00616596,-0.000363918,0.00273321,-0.0018695,0.00382465,-0.00449639,0.00323124,-0.00603135,-0.0076166,0.00581506,-0.00100212,-0.000150484,-0.0211951,0.00809691,-0.00902498,-0.0178871,0.00808211,0.00340697,-0.00782155,0.0146206,-0.00703447,0.026826,0.00286844,0.00350669,-0.00308217,-0.00625268,-0.00774376,-0.00132204,0.00620896,0.0232003,0.000193628,-0.00298151,-0.00015806,6.87E-05,0.00344926,-0.000369663,-0.0018208,0.00698651,-0.00193259,0.0041934,-0.0076017,0.00267189,-0.00738349,0.012222,0.0105053,-0.00133818,-0.0176689,0.0205579,-0.0150953,-0.0171346,17.5,10.5,7,84,25.3,10.3,15,17.3,17.8,18.6,16.4,1589,365,7,102,952,33,99,41
326,mexicana,-108.69,33.31,m6820am,9,0.00138278,-0.00522233,0.0160168,-0.00458007,-0.0005316,-0.000803597,-0.0160576,-0.00159584,-0.00386092,0.000816415,-0.0217938,0.00405542,-0.0101063,0.0103646,0.000573365,0.000694439,-0.00541909,0.00370332,-0.000399458,0.00198044,0.00300432,-0.000294097,-0.00202851,0.00109145,-0.00278211,-0.00382481,0.00419503,-0.000497578,-0.00596714,-0.000837416,0.0015976,0.00159266,0.0153418,-0.000311069,0.00843935,0.000592836,-0.0043692,-0.00291562,-0.0176421,-0.00311558,-0.0079549,0.00778521,-0.00554378,0.00618068,-0.00956877,-0.0142832,-0.00869707,0.00314304,-0.000576694,-0.00898086,-0.00338312,0.00145637,-0.0183318,-0.00669849,0.0265548,-0.00942568,-0.000348223,0.00146517,0.00104433,0.00283043,0.00884954,0.0029333,0.00133223,0.0010464,-0.000534572,3.83E-05,-0.00710205,-0.00317166,0.0192558,-0.0160325,-0.0110295,0.00342238,0.000441338,0.00231197,0.00438784,-0.00834335,5.4,17.5,5.1,615.9,23.3,-10.9,34.2,12.9,8,13.6,-2.2,638,120,16,61,309,63,265,137
327,mexicana,-97.06,19.63,m19840am,9,-0.0139774,-0.00389381,0.00991836,0.000287905,0.000525173,0.00667069,-0.0240236,-0.00736317,0.0114153,0.00608331,-0.00268993,0.00117022,0.00671346,0.002399,0.000731231,0.000435023,-0.000860463,0.00515879,-0.00482643,0.000507497,0.00471266,-0.00175162,-0.00588416,-0.00180105,-0.00150803,-0.00390628,-0.00687566,-0.00118759,0.00356153,-0.00480194,-0.00609596,-0.00813775,0.000697885,-0.00171671,-0.00135548,-0.000893251,-0.00386185,-0.00527618,-0.0355078,-0.00760673,0.0110054,0.00600404,0.00345786,0.00433599,-0.00766725,-0.00852758,-0.00699971,-0.0080057,0.00423574,-0.0143431,0.0187303,0.0079207,-0.029487,-0.0227991,-0.0087606,0.0101113,0.000191285,0.00143372,0.000549296,0.00155151,0.00271369,-0.00245509,-0.00126356,0.000766221,-0.00157482,-0.00465191,-0.0075717,-0.00492188,0.000355333,0.00708363,0.00318588,0.00724176,-0.0115549,0.0041185,-0.00495634,0.000588071,13,12,6.4,192.5,22.3,3.8,18.5,14.1,11.5,15.2,10.3,1238,291,31,73,603,102,277,159
328,mexicana,-105.14,40.39,m26762af,9,0.0182023,0.00883446,0.0231908,-0.00523884,0.0207085,0.000663603,-0.00394455,0.0207196,0.00615142,0.0094343,0.0296799,0.000766974,-0.00625686,0.0269644,0.0177183,0.00456576,0.00283141,0.00497827,-0.0152996,-0.0016652,-0.000268619,-0.00154168,0.00589555,0.00619054,-0.00852139,0.00121519,0.000722459,-0.00630662,-0.0172783,0.00192578,0.00835682,0.00733968,-0.0113469,-0.00193541,0.0199305,-0.0044781,0.0221745,-0.00854685,-0.0232311,-0.0109363,0.00972578,0.0292412,0.000205321,0.0104815,-0.00578172,-0.000439811,-0.0046733,-0.0128749,-0.00564139,-0.000609156,-0.00850967,-0.0197921,-0.0177968,0.00461732,0.00296044,0.023348,-0.000172404,0.0017537,-0.000629699,0.000659564,5.69E-05,0.00164765,0.00068533,0.00298282,0.00367008,-0.00683387,0.00810129,-0.00439859,-0.00304131,0.00230746,-0.00674247,-0.0139749,0.012699,-0.00712099,0.0131078,0.011017,9.1,16.1,3.9,842.6,30.4,-10.4,40.8,13.2,-1.5,20.2,-1.5,380,66,11,51,160,35,125,35
329,mexicana,-98.63,19.03,m28265af,9,-0.0131566,-0.0102385,0.0210034,-0.00218803,-0.00243128,-0.00878192,0.00290155,0.00215221,0.00354264,-0.00458779,-0.0216114,0.0121743,0.00694304,-0.00462872,-0.00870911,0.001368,0.00429402,0.00463576,0.00550483,-0.000603703,0.00607523,0.000335003,-0.00174707,0.00288853,-0.00322341,2.98E-05,0.00655442,0.00287115,0.00121086,0.00078483,0.00935775,-0.00162845,0.00230868,0.00498662,-0.00967301,0.000216592,0.0104202,-0.00199871,-0.0224114,-0.00187571,-0.000575359,-0.0080895,0.00742161,0.00450891,0.0035356,-0.00690447,0.00362298,0.00865097,0.0126589,0.00985017,-0.0124047,-0.0135026,-0.00215704,-0.0167395,0.00579598,0.00179978,-0.00021986,-0.000104792,0.000780467,-0.000915113,0.00846173,-0.000974999,0.000644168,0.0017174,0.000126651,-0.00381835,-0.00534987,-0.00302288,0.003288,0.00194797,0.00324664,0.00523563,-0.0146594,0.0087086,-0.0162093,-0.00757825,4.8,12.6,7.4,91.1,13.5,-3.5,17,5.1,3.6,6,3.6,1219,238,12,85,663,46,370,46
